Poultry Days Ultimate Classic XXX,open club,11,6,2011
Just Pullet,Flick-Fil-A,11,9,"06/11/2011, 13:30",Pool D,final
Automatic for the Chicken,Baked Beach Chicken,11,5,"06/11/2011, 15:00",Pool D,final
Flick-Fil-A,First Chickens In Flight,7,11,"06/11/2011, 15:00",Pool D,final
Just Pullet,General TSU's Chicken,11,6,"06/11/2011, 15:00",Pool D,final
pool,Pool E
Ameraucana,It's Raining Hen,11,3,"06/11/2011, 09:00",Pool E,final
Chicken Pasties,Chicken Schitt,11,7,"06/11/2011, 09:00",Pool E,final
K.F.T.C.,Chicken a la King,10,11,"06/11/2011, 09:00",Pool E,final
Ameraucana,Chicken Schitt,11,8,"06/11/2011, 10:30",Pool E,final
Chicken Pasties,K.F.T.C.,11,7,"06/11/2011, 10:30",Pool E,final
It's Raining Hen,Chicken a la King,11,10,"06/11/2011, 10:30",Pool E,final
Ameraucana,K.F.T.C.,11,5,"06/11/2011, 12:00",Pool E,final
Chicken Pasties,Chicken a la King,11,6,"06/11/2011, 12:00",Pool E,final
Chicken Schitt,It's Raining Hen,11,5,"06/11/2011, 12:00",Pool E,final
Ameraucana,Chicken a la King,11,3,"06/11/2011, 13:30",Pool E,final
Chicken Pasties,It's Raining Hen,10,11,"06/11/2011, 13:30",Pool E,final
Chicken Schitt,K.F.T.C.,11,5,"06/11/2011, 13:30",Pool E,final
Ameraucana,Chicken Pasties,11,4,"06/11/2011, 15:00",Pool E,final
K.F.T.C.,It's Raining Hen,7,11,"06/11/2011, 15:00",Pool E,final
Chicken Schitt,Chicken a la King,11,3,"06/11/2011, 15:00",Pool E,final
pool,Pool F
Mad City Chickens,Feather Ticklers,11,2,"06/11/2011, 09:00",Pool F,final
Cock Wringers,Free Range or Die!,11,5,"06/11/2011, 09:00",Pool F,final
Thigh Rubbin,Voodoo Chicken Blood,11,7,"06/11/2011, 09:00",Pool F,final
Mad City Chickens,Free Range or Die!,11,4,"06/11/2011, 10:30",Pool F,final
Cock Wringers,Thigh Rubbin,11,6,"06/11/2011, 10:30",Pool F,final
Feather Ticklers,Voodoo Chicken Blood,11,9,"06/11/2011, 10:30",Pool F,final
Mad City Chickens,Thigh Rubbin,11,7,"06/11/2011, 12:00",Pool F,final
Cock Wringers,Voodoo Chicken Blood,11,2,"06/11/2011, 12:00",Pool F,final
Free Range or Die!,Feather Ticklers,11,6,"06/11/2011, 12:00",Pool F,final
Mad City Chickens,Voodoo Chicken Blood,11,5,"06/11/2011, 13:30",Pool F,final
Cock Wringers,Feather Ticklers,11,3,"06/11/2011, 13:30",Pool F,final
Free Range or Die!,Thigh Rubbin,10,11,"06/11/2011, 13:30",Pool F,final
Mad City Chickens,Cock Wringers,5,11,"06/11/2011, 15:00",Pool F,final
Thigh Rubbin,Feather Ticklers,11,5,"06/11/2011, 15:00",Pool F,final
Free Range or Die!,Voodoo Chicken Blood,11,2,"06/11/2011, 15:00",Pool F,final
pool,Pool G
Tender Love,Winner Winner Chicken Dinner,11,8,"06/11/2011, 09:00",Pool G,final
Chicken Sticky Yum Yum,Pollo en mis pantalones,8,11,"06/11/2011, 09:00",Pool G,final
Kings of the Hill,Nutria Chicken of the Swamp,11,10,"06/11/2011, 09:00",Pool G,final
Tender Love,Pollo en mis pantalones,11,10,"06/11/2011, 10:30",Pool G,final
Chicken Sticky Yum Yum,Kings of the Hill,11,8,"06/11/2011, 10:30",Pool G,final
Winner Winner Chicken Dinner,Nutria Chicken of the Swamp,11,10,"06/11/2011, 10:30",Pool G,final
Tender Love,Kings of the Hill,11,9,"06/11/2011, 12:00",Pool G,final
Chicken Sticky Yum Yum,Nutria Chicken of the Swamp,11,6,"06/11/2011, 12:00",Pool G,final
Pollo en mis pantalones,Winner Winner Chicken Dinner,11,7,"06/11/2011, 12:00",Pool G,final
Tender Love,Nutria Chicken of the Swamp,11,4,"06/11/2011, 13:30",Pool G,final
Chicken Sticky Yum Yum,Winner Winner Chicken Dinner,6,11,"06/11/2011, 13:30",Pool G,final
Pollo en mis pantalones,Kings of the Hill,11,8,"06/11/2011, 13:30",Pool G,final
Tender Love,Chicken Sticky Yum Yum,11,9,"06/11/2011, 15:00",Pool G,final
Kings of the Hill,Winner Winner Chicken Dinner,7,11,"06/11/2011, 15:00",Pool G,final
Pollo en mis pantalones,Nutria Chicken of the Swamp,11,5,"06/11/2011, 15:00",Pool G,final
pool,Pool H
Party Fowl,Double Down,8,11,"06/11/2011, 09:00",Pool H,final
Dark Meat,Cock Block,11,6,"06/11/2011, 09:00",Pool H,final
Hoosierchicken?,College of Rooster,10,11,"06/11/2011, 09:00",Pool H,final
Party Fowl,Cock Block,11,3,"06/11/2011, 10:30",Pool H,final
Dark Meat,Hoosierchicken?,6,11,"06/11/2011, 10:30",Pool H,final
Double Down,College of Rooster,11,4,"06/11/2011, 10:30",Pool H,final
Party Fowl,Hoosierchicken?,11,10,"06/11/2011, 12:00",Pool H,final
Dark Meat,College of Rooster,11,6,"06/11/2011, 12:00",Pool H,final
Cock Block,Double Down,11,9,"06/11/2011, 12:00",Pool H,final
Party Fowl,College of Rooster,11,6,"06/11/2011, 13:30",Pool H,final
Dark Meat,Double Down,11,7,"06/11/2011, 13:30",Pool H,final
Cock Block,Hoosierchicken?,6,11,"06/11/2011, 13:30",Pool H,final
Party Fowl,Dark Meat,8,11,"06/11/2011, 15:00",Pool H,final
Hoosierchicken?,Double Down,11,8,"06/11/2011, 15:00",Pool H,final
Cock Block,College of Rooster,10,11,"06/11/2011, 15:00",Pool H,final
b,r,e,a,k
brackets,Bracket
bracket,Division 1 Championship Bracket
Chicken Fingered,Roosterfarians,11,6,"06/12/2011, 09:00",Division 1 Championship Bracket,final
Chicken Fingered,Tender Love,11,7,"06/12/2011, 10:45",Division 1 Championship Bracket,final
The Chad Larson Eggs-perience,Ameraucana,W,L,"06/12/2011, 12:30",Division 1 Championship Bracket,final
Chicken Fingered,Cock Wringers,13,8,"06/12/2011, 12:30",Division 1 Championship Bracket,final
Chicken Fingered,The Chad Larson Eggs-perience,13,4,"06/12/2011, 14:15",Division 1 Championship Bracket,final
bracket,Division 2 Championship Bracket
bracket,Division 3 Championship Bracket
b,r,e,a,k
