Comedy of Errors,mixed club,18,6,2011
bracket,Cross Over 8 vs 9
X2,Kerozen,12,9,"06/19/2011, 00:00",Cross Over 8 vs 9,final
bracket,Cross Over 5 vs 12
Rut,RIP,12,5,"06/19/2011, 00:00",Cross Over 5 vs 12,final
bracket,Championship Bracket
NO CLUE?,G8,9,6,"06/19/2011, 00:00",Championship Bracket,final
bracket,3 rd place
RIP,Wreckhouse,W,L,"06/19/2011, 00:00",3 rd place,final
SPAWN,RIP,W,L,"06/19/2011, 00:00",3 rd place,final
SPAWN,G8,W,L,"06/19/2011, 00:00",3 rd place,final
SPAWN,Hard,W,L,"06/19/2011, 00:00",3 rd place,final
Tabasco,Bytown Flatball Club,W,L,"06/19/2011, 00:00",3 rd place,final
Hard,Tabasco,W,L,"06/19/2011, 00:00",3 rd place,final
Hard,Zen,W,L,"06/19/2011, 00:00",3 rd place,final
bracket,5 th place
Conspiracy,L'Organigramme,W,L,"06/19/2011, 00:00",5 th place,final
Animals,Conspiracy,W,L,"06/19/2011, 00:00",5 th place,final
Animals,Ready to Huck,W,L,"06/19/2011, 00:00",5 th place,final
Awkward Seaturtle,Animals,W,L,"06/19/2011, 00:00",5 th place,final
Awkward Seaturtle,Ultimate Angels,W,L,"06/19/2011, 00:00",5 th place,final
Awkward Seaturtle,Plogg,W,L,"06/19/2011, 00:00",5 th place,final
Plogg,R'est du Québec,W,L,"06/19/2011, 00:00",5 th place,final
bracket,7 th place
Gliding death wheel,X2,W,L,"06/19/2011, 00:00",7 th place,final
Wanna-Bus?,Gliding death wheel,W,L,"06/19/2011, 00:00",7 th place,final
Big Fish,Wanna-Bus?,W,L,"06/19/2011, 00:00",7 th place,final
Big Fish,ResurreXion,W,L,"06/19/2011, 00:00",7 th place,final
Ws,Kerozen,W,L,"06/19/2011, 00:00",7 th place,final
bracket,Consolation Bracket - 9th
RIP,Tabasco,W,F,"06/19/2011, 00:00",Consolation Bracket - 9th,final
bracket,11 th place
Bytown Flatball Club,Wreckhouse,W,L,"06/19/2011, 00:00",11 th place,final
bracket,13 th place
Union,Train Wreck,11,6,"06/19/2011, 00:00",13 th place,final
bracket,15 th place
Rut,MuD,W,F,"06/19/2011, 00:00",15 th place,final
bracket,Comedy Bracket- 17 th
L'Organigramme,Ready to Huck,W,L,"06/19/2011, 00:00",Comedy Bracket- 17 th,final
Ultimate Angels,L'Organigramme,W,L,"06/19/2011, 00:00",Comedy Bracket- 17 th,final
Ultimate Angels,R'est du Québec,W,L,"06/19/2011, 00:00",Comedy Bracket- 17 th,final
bracket,19 th place
G8,Wreckhouse,W,L,"06/19/2011, 00:00",19 th place,final
G8,Zen,W,L,"06/19/2011, 00:00",19 th place,final
Zen,Bytown Flatball Club,W,L,"06/19/2011, 00:00",19 th place,final
bracket,21 th place
Stuck,MuD,W,L,"06/19/2011, 00:00",21 th place,final
NO CLUE?,Stuck,W,L,"06/19/2011, 00:00",21 th place,final
NO CLUE?,Rut,W,L,"06/19/2011, 00:00",21 th place,final
bracket,23 rd place
R'est du Québec,Ready to Huck,W,L,"06/19/2011, 00:00",23 rd place,final
bracket,Errors Bracket - 25 th
Plogg,Conspiracy,W,L,"06/19/2011, 00:00",Errors Bracket - 25 th,final
bracket,27 th place
X2,Kerozen,W,L,"06/19/2011, 00:00",27 th place,final
bracket,29 th place
ResurreXion,Gliding death wheel,W,L,"06/19/2011, 00:00",29 th place,final
b,r,e,a,k
