South Central Club Men's Regional Championship 2019,Club - Men ,21,9,2019
Tulsa,OK,2019-09-21,2019-09-22
https://play.usaultimate.org/events/South-Central-Club-Mens-Regional-Championship-2019/schedule/Men/Club-Men/
Johnny Bravo,1
8,Mason Kelley
11,Matthew Sutton
11,Eian Brent
12,Kyle Turner
12,Andrew Dorf
21,Alex Wang
22,Nicholas Cortes
32,Alexander Bacon
37,Michael Arrasmith
42,Gabriel Valdes
42,Aaron Dyreson
48,Christian Parker
55,Eric Kleckner
b,r,e,a,k
Doublewide,2
teamInfo,,"Austin, Texas",,https://www.facebook.com/DoublewideTX/,https://twitter.com/doublewidetx
1,Jason Holleran
4,Jay Froude
5,Jake Reinhardt
6,Michael Matthis
8,Robert Coffin
9,Carson Wilder
10,Kaplan Maurer
11,Robert Lewis
12,Andrew Walch
13,Dalton Smith
17,Chris Larberg
19,Mason Wuensch
21,Vinay Valsaraj
22,Connor Olson
22,Griffin Miller
23,Gabriel Hernandez
24,Rory Orloff
27,Kyle Henke
28,Daniel Emmons
28,Elliott Moore
31,Kai Marshall
34,Henry Furuta
43,Ben Lewis
50,Matthew Armour
72,Hunter Taylor
96,Keivaun Waugh
99,Joshua Zdrodowski
b,r,e,a,k
Clutch,7
teamInfo,,"Houston, Texas",,,
0,Alex Jang
0,Doug Richardson
0,Grant Odenwald
0,Richard Young
0,Robert Benson
0,Shane Heath
3,Avery Zaleski
3,Abhijit  Brahme 
5,Tyler Chiu
6,Ames Fegert
11,Michael Drewry
12,Ismail Kassim
14,Mutahir Ahmad
17,Parker Evans
20,Matt Freeburgh
20,Zachary Cotter
22,Tanner Robinson
23,James Zuraw
25,Sharief Moghazy
26,Mark Baldauf
28,Christopher Perrotti
30,Robert Reid
31,Brandon Lin
32,Andrew Amerson
33,Travis Vermaelen
47,Johnny Frohlichstein
69,Mitchell Lutz
b,r,e,a,k
Riverside,9
teamInfo,,"Austin, Texas",http://riversideultimate.org,,https://twitter.com/riversideulti
0,Bryan Barrientos
0,Calvin Coulbury
0,Charles Cross
0,David Maser
0,Dylan Lee
0,Eric Brodbeck
0,Garrett Gonzales
0,Joe Emery
0,Kevin Roux
0,Maxwell Marion
0,Robert Hausmann
5,Nathan Chen
8,Noah Sheets
8,Asa Brown
13,Timothy (Bonesaw!) Kepner
14,Ben Arnecke
16,Brock Davis
21,Rick Artus
23,Will Goodwin
31,Paul Lowe
32,Louis Fausak
44,Ethan Banner
47,Johnathan Roniger
77,James Berry
77,Kaylen Alexis
86,Jordan Richter
99,Jack Hornbuckle
b,r,e,a,k
Supercell,16
teamInfo,,"Oklahoma City, Oklahoma",,,@SuperCellOKC
0,Brian McHatton
0,Camil Gosmanov
0,Cheng Hao Tan
0,Collin Dabbieri
0,Corbin Joel Milchesky
0,Craig Batchelder
0,Jacob Pleasant
0,J.D. Ingendorf
0,John Liaz
0,Alex Southard
0,Matthew Beckner
0,Nathaniel Loyd
0,Robert Taylor
0,Zachary Freistedt
4,Frankie Fermo
13,Joseph Fortunato
16,Tyler Jennings
24,Kong Hui Lim
25,Daniel Pfaff
31,Christopher Leonard
69,Jonathan Grill
96,Austin Gould
99,Bailey Vaughn
b,r,e,a,k
H.I.P,3
teamInfo,,"Texas City, Texas",,,https://twitter.com/hip_flatball/
0,Brendan Adams
0,Cameron Albin
0,Carlos Vargas
0,Casey LeMay
0,Cody Holloway
0,Daniel Winter
0,Kolby Janzen
0,Matthew Bierschenk
0,Patrick Marco
0,Reese Bowman
0,Robert Kern
2,Matthew Bennett
7,Jordan Taylor
9,Peter Clarke
11,Dillon Larberg
12,Connor Ughetta
14,Reid Bacon
16,Chris Brooks
18,Austin Walker
18,Kevin Land
21,Mitchell Bennett
23,Thomas Slack
26,Richard Bovio
27,Brandon Dial
30,Mick Walter
32,John Cecil
b,r,e,a,k
Nitro,6
teamInfo,,"Dallas, Texas",,,
1,Wesley Miaw
2,Emmanuel Bilolo
3,Tyler Criss
4,Ryan Kyle
4,Julius Hubby
5,Darius Tse
6,Preston Howell
7,Andrue Guerrero
9,Bryan Hoffman
10,Jason Hustad
11,Andrew Maloney
12,Phillip Young
13,Christopher Fogel
19,Victor Mao
21,Alexander Brouwer
22,Scott Zachary
23,Kevin Bowman
25,George Lampron
27,Jeffrey Adams
32,Joseph Welkener
33,Michael Wilson
35,Ryan Buckingham
43,Peter Rangel
48,Jimmy Pignetti
81,Colin Doescher
89,Jack Wooldridge
99,Tanner Roberts
b,r,e,a,k
ISO Atmo,12
teamInfo,,"Boulder, Colorado",,,
0,Arun  Kalra
0,Brett Youngerman
0,Camden McPhee
0,Alexander Nichols
0,Christopher Ward
0,Eric Silverman
0,Holt Crawford
0,Mark Donohue
0,Patrick Ellsworth
0,Sam Hale
0,Shane Eckert
0,Tyler Nguyen
0,Vincent Chen
2,Owen Martin
3,Elliott Woodward
7,Stephen Semmens
8,Andrew Soto
10,Zane Barber
11,Jordan  Huntoon 
13,Clay Elliott
14,Kyle Rogers
16,Conrad Hougen
23,Nick Banks
25,Chris Fox
42,Tyler Carr
64,Eric Gillwald
90,Kendrick Hougen
b,r,e,a,k
Harvey Cats,13
teamInfo,,"Houston, Texas",,,
3,Geoffrey Avila
01,Andrew Robbins
02,Robert Barrett
03,Jared Lang
04,Patrick Andrews
05,Philip Nelson
06,Nick Carranza
07,Tripp Moss
08,Kevin Schmidt
09,Joseph Williams
10,Bryce Lippitz
12,Austin Kososki
14,Ryan Rundle
16,Nick Thomas
17,Grant Hardy
20,William Dawkins
21,James Huizinga
24,Ben Gibbons
25,Ibrahim El-sayed
27,Hunter Paddock
31,Alex Bui
39,Marco Manalang
64,Evan Sattem
69,Ricky Stanfield
88,Neal Parisawan
b,r,e,a,k
Inception,4
teamInfo,,"Denver, Colorado",,https://www.facebook.com/inceptionultimate,https://twitter.com/skiception
0,Felix Pronove
0,Jonathan Stirk
0,Michael Walsh
0,Sam Goldstein
0,Seth Faris
0,Steven Pearlman
0,Thomas Brewster
0,Vincent Ciaramitaro
1,Andrew Muller
2,Dylan Latham McGraw
5,Addison Hanson
8,Matt West
8,Matt Bristol
15,Marc Kaylor
17,John Dunlop
20,Jason Otsuki
21,Lucas Beal
21,Sarang Mittal
27,Michael Perry
33,Samuel Hotaling
69,Stephen Krajeski
69,Joel Ives
88,Wil St. Charles
b,r,e,a,k
Gamble,5
teamInfo,,"Austin, Texas",,,
3,Jarett Tyler
4,Trenton Hebert
6,Gage Edblom
7,Grayson Gummelt
8,Dylan Swoboda
9,Zac Chandonnet
11,Brandon Martin
14,Christopher Ault
16,Nicolas Lanas
18,Zach Hensel
21,Connor DeLuna
22,Hudson Martin
23,Charlie Clark
24,Shaun Seidenberger
26,Sebastien Lauzy
27,Matthew Wilson
30,Ethan Swan
33,Glenn Lenberger
35,Matt Chambers
41,Brian Street
45,Samuel Heslep
69,Ryan Smith
77,Reece Rose
80,Connor Cole
87,David Hammer
b,r,e,a,k
Papa Bear,14
teamInfo,,"Houston, Texas",,,
0,Alasdair Gourlay
0,Andres Chesnut
0,Austin Belknap
0,Chris Tillman
0,Hayden Rich
0,Max Lukoschek
0,Nathan Poese
0,Ryan Stomp
0,Steven Kelly
0,Woodley Simon
0,Zain Asher
1,Rafael Cruz-Garcia
2,Christian Hagan
10,Daniel Erdeljac
12,Joshua Narabal
12,Andrew Hipskind
13,Alexander You
20,Jake Tomczyszyn
21,Austin Highsmith
25,Daniel Oliphint
26,Alejandro Paredes
27,James Strasburg
34,Caleb Ellison
44,Josh Khoury
44,Zach Raab
91,Michael Crosson
99,Mason Henkes
b,r,e,a,k
Choice City Hops,11
teamInfo,,"Fort Collins, Colorado",,,
0,Ari Livanos
0,Cole Turner
0,Colin Crawford
0,Dylan Custer
0,Garrett Idler
0,Ira Weiss
0,James Miller
0,Joel Cavaliere
0,Louis Narmour
0,Mason Kiefer
0,Simon Kimble
3,John Miller
4,Mo Scott
6,Joey Lutz
13,Alfredo Macha
30,Marvin Vuong
37,Stephen Garrison
54,Sean Peskin
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Johnny Bravo,Dreadnought,13,2,"09/21/2019, 09:45",Pool A,Final
Gaucho,Glycerine,13,9,"09/21/2019, 09:45",Pool A,Final
Johnny Bravo,Glycerine,13,3,"09/21/2019, 11:30",Pool A,Final
Gaucho,Dreadnought,13,10,"09/21/2019, 11:30",Pool A,Final
Johnny Bravo,Gaucho,13,7,"09/21/2019, 13:15",Pool A,Final
Dreadnought,Glycerine,13,5,"09/21/2019, 13:15",Pool A,Final
pool,Pool B
Doublewide,Riverside,13,7,"09/21/2019, 09:45",Pool B,Final
Clutch,Supercell,13,5,"09/21/2019, 09:45",Pool B,Final
Doublewide,Supercell,13,3,"09/21/2019, 11:30",Pool B,Final
Clutch,Riverside,13,9,"09/21/2019, 11:30",Pool B,Final
Doublewide,Clutch,13,4,"09/21/2019, 13:15",Pool B,Final
Riverside,Supercell,13,10,"09/21/2019, 13:15",Pool B,Final
pool,Pool C
H.I.P,ISO Atmo,13,5,"09/21/2019, 09:45",Pool C,Final
Nitro,Harvey Cats,13,4,"09/21/2019, 09:45",Pool C,Final
H.I.P,Harvey Cats,13,7,"09/21/2019, 11:30",Pool C,Final
Nitro,ISO Atmo,12,10,"09/21/2019, 11:30",Pool C,Final
H.I.P,Nitro,13,7,"09/21/2019, 13:15",Pool C,Final
ISO Atmo,Harvey Cats,12,11,"09/21/2019, 13:15",Pool C,Final
pool,Pool D
Inception,Choice City Hops,13,6,"09/21/2019, 09:45",Pool D,Final
Gamble,Papa Bear,13,9,"09/21/2019, 09:45",Pool D,Final
Inception,Papa Bear,13,7,"09/21/2019, 11:30",Pool D,Final
Gamble,Choice City Hops,13,7,"09/21/2019, 11:30",Pool D,Final
Inception,Gamble,12,11,"09/21/2019, 13:15",Pool D,Final
Choice City Hops,Papa Bear,6,13,"09/21/2019, 13:15",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship
Johnny Bravo,Doublewide,8,11,"09/22/2019, 11:00",Finals,Final
Johnny Bravo,Inception,13,9,"09/21/2019, 15:00",Semis,Final
H.I.P,Doublewide,12,15,"09/21/2019, 15:00",Semis,Final
bracket,2nd Place
Johnny Bravo,Inception,12,7,"09/22/2019, 12:30",Game to Go,Final
Inception,H.I.P,12,11,"09/22/2019, 11:00",2nd Place Semis,Final
Inception,Clutch,8,6,"09/22/2019, 09:30",2nd Place Quarters,Final
Gaucho,H.I.P,3,13,"09/22/2019, 09:30",2nd Place Quarters,Final
Nitro,Clutch,8,10,"09/22/2019, 08:00",2nd Place Octos,Final
Gaucho,Gamble,10,7,"09/22/2019, 08:00",2nd Place Octos,Final
Nitro,Papa Bear,15,5,"09/21/2019, 15:00",Cross Over,Final
Dreadnought,Clutch,9,10,"09/21/2019, 15:00",Cross Over,Final
Gaucho,Riverside,15,8,"09/21/2019, 15:00",Cross Over,Final
ISO Atmo,Gamble,9,13,"09/22/2019, 15:00",Cross Over,Final
bracket,7th Place
Nitro,Gamble,7,10,"09/22/2019, 10:00",7th Place Game,Final
bracket,9th Place
Dreadnought,ISO Atmo,12,8,"09/22/2019, 10:00",9th Place Game,Final
Papa Bear,Dreadnought,8,10,"09/22/2019, 08:00",9th Place Semis,Final
Riverside,ISO Atmo,8,11,"09/22/2019, 08:00",9th Place Semis,Final
bracket,11th Place
Papa Bear,Riverside,12,9,"09/22/2019, 10:00",11th Place Game,Final
bracket,13th Place
Glycerine,Harvey Cats,11,12,"09/22/2019, 12:00",13th Place Final,Final
Glycerine,Choice City Hops,12,6,"09/22/2019, 10:30",13th Semis,Final
Supercell,Harvey Cats,5,13,"09/22/2019, 10:30",13th Semis,Final
bracket,15th Place
Choice City Hops,Supercell,12,9,"09/22/2019, 12:00",15th Place Game,Final
b,r,e,a,k
