South Central Men's Regionals,Club - Men ,10,9,2016
Tulsa,OK,2016-09-10,2016-09-11
https://play.usaultimate.org/events/South-Central-Mens-Regionals-2016/schedule/Men/Club-Men/
Johnny Bravo,1
3,Abhijit  Brahme 
6,Alexander Heath
21,James Huizinga
64,Daren Ruiz
99,Tanner Roberts
b,r,e,a,k
H.I.P,2
teamInfo,,"Houston, Texas",,,https://twitter.com/hip_flatball/
0,Joel Clutton
0,Cody Holloway
0,Robert Lewis
0,Chris Bennett
0,Chris Larberg
0,Brendan Adams
0,Patrick Marco
0,Carter Hollo
0,Carlos Vargas
2,Carson Wilder
2,Matthew Bennett
7,Ben Lewis
9,Peter Clarke
11,Dillon Larberg
12,Kevin Christian
13,Kai Marshall
13,Dalton Smith
14,Reid Bacon
15,"Sam ""Suds"" Ward"
16,Chris Brooks
16,Michael Hays
18,Kevin Land
21,Carson Smith
21,Mitchell Bennett
23,Thomas Slack
27,Brandon Dial
81,Luke Hebert
b,r,e,a,k
Dallas United: Desperados,7
teamInfo,,"Dallas, Texas",,,
0,David Hammer
0,Joseph Lee Bruno
0,Eric Wilkins
0,Scott Zachary
0,Daniel Figueroa
0,Brandon Harvill
0,Javier Oliver
0,Mark Campbell
0,Connor Olson
0,CALEB GRACE
0,Ross Neuman
0,Blake Duncan
1,Joseph Cubitt
1,Preston Howell
2,Micah Rehfuss
4,Travis Bieda
7,Joshua Gregory
11,Grayson Gummelt
21,Alex Fernandez
23,Gabriel Hernandez
33,Michael Wilson
40,PATRICK KENWORTHY
41,James Robarge
44,Brett Marinelli
99,CEDRIC ATWOOD
b,r,e,a,k
ISO Atmo,13
teamInfo,,"Boulder, Colorado",,,
0,Ethan Parrish
0,David Fridland
0,Angus Kitchell
0,Matthew Loughridge 
0,Mats Hanson
0,Vincent Chen
0,Cale Jorgenson
0,JAMES MAY
0,Michael DeGrandis
1,Jack Hinchsliff
4,Ryan Mehaffey
5,Brendan Dwyer
6,Joseph Quintana
7,Nicholas Guenther
9,Jacob Servaty
00,Joseph Carrara
00,Conrad Hougen
12,Aaron Zemel
20,Jay Valdillez
29,Zach Baumann
99,Brandon Mestnik
b,r,e,a,k
Riverside Ultimate,12
teamInfo,,"Austin, Texas",http://riversideultimate.org,,https://twitter.com/riversideulti
01,Garrett Gonzales
03,Hudson Martin
04,SOL COOPERDOCK
05,SHANE THOMAS
06,Matthew Johnson
07,Austin Benavides
08,Mutahir Ahmad
09,Zac Chandonnet
10,Robert Hausmann
12,Michael Massad
14,Ben Arnecke
16,Jeremy Wilson
17,Ismael Salgado
18,Elliott Moore
20,Charles Cross
21,Rick Artus
22,Chad Stewart
25,Daniel 'Chach' Smith-Salgado
26,Jeffrey Burris
32,Louis Fausak
37,Jacob Solfronk
44,Ethan Banner
70,Nathan Chen
82,Neil Haight
99,Michael Clark
b,r,e,a,k
Doublewide,3
teamInfo,,"Austin, Texas",http://www.doublewidetx.com/,https://www.facebook.com/DoublewideTX/,https://twitter.com/doublewidetx
coaches,TERRY JUNGMAN
0,Luke Simerly
0,David Brooks
0,Paul Starkel
0,Doug Richardson
0,Parker Howard
1,Jason Holleran
5,Jeff Loskorn
6,Michael Matthis
12,Andrew Walch
13,Matthew (Skip) Sewell
13,Nash Mock
14,Michael Cramer
15,Andrew Lord
18,Brett Gramann
19,Ethan Pollack
20,Chase Cunningham
24,Rory Orloff
27,Jake Reinhardt
28,Daniel Emmons
29,Logan Kinney
31,Brandon Malecek
32,Andrew Amerson
33,Ryan Purcell
42,Ryan Bigley
44,Jason Best
52,Kamron Daftari
89,Jack Wooldridge
b,r,e,a,k
Dreadnought,6
teamInfo,,"Fayetteville, Arkansas",,,
coaches,Thomas Dockery
0,Charlie Luu
0,DAVIS PRUETT
0,Luc Sutherland
0,Patrick Randall
0,Travis Duwe
0,GERALD ETHEREDGE
0,ANDREW GOODE
0,KYLE DYER
0,Casey Hooper
0,Ryan Richardson
1,Luke Dockery
2,Thomas Dockery
2,Ryan Gulbranson
7,Jonah Rapert
7,Brody Dobson
14,Ethan Penner
15,Jacob Moore
19,Ethan Bolthouse
20,Aric Powers
24,Braxton Furlong
24,Taylor Stamps
28,Taren Goins
29,Tucker Bankston
32,Drew Taylor
67,Spencer Patterson
b,r,e,a,k
Premium,9
teamInfo,,"Beaumont, Texas",,,
0,JAMES JESSUP
1,Eric Rees
4,Phillip Wong
7,AARON CRANDALL
09,Trey Wong
10,ADAM ZAHRADNIK
11,Cody Rees
14,Jacob Jackson
21,Nick Kramlick
22,TANNER ADAMS
27,Chris Tillman
28,Hanes Wynn
44,Josh Khoury
45,Samuel Heslep
69,Drew Davidson
84,John Miller
88,Russell Yang
89,Mark Baldauf
90,Ricardo Flores
91,Geoffrey Avila
99,Cody Wood
99,JACOB WILLIAMSON
b,r,e,a,k
Riverside Messengers,16
teamInfo,,"Austin, Texas",http://riversideultimate.org,,
0,Milan Rivas
0,Christopher Delarosa
0,Bryce Wiggers
0,John Kramer
0,Steven Del Castillo
0,Cole Smith
0,Stephen Barton
0,Paul Lowe
0,Eric Brodbeck
0,Adam Croissant
0,Rafael Cruz-Garcia
0,Caleb Ellington
1,Jonathan Lemieux
8,Zach Stence
9,Colin Smith
15,David  Thompson
17,Bryan Kirchmeier
19,Detrick Bombarger
19,Mark Flanagan
23,Jeremy Cagle
23,Will Goodwin
29,Kevin Binswanger
50,Brent Pierce
64,Brian Seiler
65,Travis Kennedy
87,Tim Tevdovich
b,r,e,a,k
Inception,4
teamInfo,,"Denver, Colorado",https://inceptionultimate.wordpress.com/,https://www.facebook.com/inceptionultimate,https://twitter.com/skiception
0,Sandy Brown
1,Michael Kapoor
2,Andrew Priester
3,Marc Kaylor
4,Jack Drumright
7,Kelly Moses
8,Dillon Whited
9,Joe Emery
10,Joseph Anderson
11,Thomas Barry
12,Christopher Bonuel
15,Gabe Goodhart
18,Mo Scott
21,Andrew Thompson
23,Vincent Ciaramitaro
24,STEPHEN GROSS
25,Gabe Stump
28,Joel Crandall
29,Andrew Larocque
30,Jonathan Stirk
31,John Dunlop
34,BRUCE TUSCHHOFF
36,Ryan Lacy
40,Samuel Hotaling
81,Dylan Salzman
87,Tim Hopp
88,Wil St. Charles
b,r,e,a,k
Plex,5
teamInfo,,"Dallas, Texas",http://www.plexultimate.com,https://www.facebook.com/PLEXUltimate,https://www.twitter.com/plexultimate
0,Jake Floyd
1,Steven Borik
2,Griffin Miller
3,Jason Christian
4,Ryan Kyle
5,Ashton Lewis
6,Jonathan Nicholson
7,Tim Records
9,Bryan Hoffman
10,Andrew Maloney
11,Brian Street
12,Kyle Rutledge
14,BRANDON LOCKLEAR
18,WESLEY NEMEC
21,Blake Abbott
22,Darren Phillips
23,Kevin Bowman
32,Ryan Buckingham
40,Daniel Bess
41,Austin Workman
42,Whit Perkins
43,Peter Rangel
56,PAUL BURT
81,Justin Sullins
b,r,e,a,k
Papa Bear,10
teamInfo,,"Houston, Texas",,,
0,SEBASTIAN WEINAND
0,Mason Henkes
0,Mitchel Sorrels
0,Max Lukoschek
0,Shaun van der Walt
0,CHARLES POMBIER
7,Matthew Melendez
10,Daniel Erdeljac
13,Alexander You
19,LOGAN CROCKER
20,Jake Tomczyszyn
20,Luke Obregon
20,Mohamed Jalajal
20,William Adams
21,Eric Carter
21,Onyekachi Osuorji
22,Ricardo Rosas
34,James (Drew) Barkley
72,Joshua Narabal
80,KEVIN ATKINS
b,r,e,a,k
Rawhide,15
teamInfo,,"Tulsa, Oklahoma",,,
0,Skyler Wittman
0,Colby Craige
00,Eric Hurd
00,Marcus Smith
00,Cameron Guidry
00,John Bagley
00,Benjamin Howard
00,David Sanford
00,RESTON DOOLY
00,ALEXANDER KRIZ
00,Alexander Cyr
00,Justine Cherwink
00,Will McBride
00,Zachary Weyland
00,Dustin Baucom
00,Robert Housh
00,Luke Kennedy
00,Merl Prichard
00,John Woldum
00,Chris Thibeault
00,Justin Edwards
00,Tim Pernell
00,Gabriel Sanchez
01,Chris Passmore
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Johnny Bravo,Supercell,15,3,"09/10/2016, 08:00",Pool A,Final
Space City Ignite,Choice City Hops,16,17,"09/10/2016, 08:00",Pool A,Final
Johnny Bravo,Choice City Hops,15,4,"09/10/2016, 10:00",Pool A,Final
Space City Ignite,Supercell,13,14,"09/10/2016, 10:00",Pool A,Final
Johnny Bravo,Space City Ignite,15,2,"09/10/2016, 12:00",Pool A,Final
Supercell,Choice City Hops,12,15,"09/10/2016, 12:00",Pool A,Final
pool,Pool B
H.I.P,Riverside Ultimate,15,5,"09/10/2016, 08:00",Pool B,Final
Dallas United: Desperados,ISO Atmo,15,14,"09/10/2016, 08:00",Pool B,Final
H.I.P,ISO Atmo,15,3,"09/10/2016, 10:00",Pool B,Final
Dallas United: Desperados,Riverside Ultimate,15,11,"09/10/2016, 10:00",Pool B,Final
H.I.P,Dallas United: Desperados,15,9,"09/10/2016, 12:00",Pool B,Final
Riverside Ultimate,ISO Atmo,12,15,"09/10/2016, 12:00",Pool B,Final
pool,Pool C
Doublewide,Premium,15,9,"09/10/2016, 08:00",Pool C,Final
Dreadnought,Riverside Messengers,13,1,"09/10/2016, 08:00",Pool C,Final
Doublewide,Riverside Messengers,15,2,"09/10/2016, 10:00",Pool C,Final
Dreadnought,Premium,15,12,"09/10/2016, 10:00",Pool C,Final
Doublewide,Dreadnought,15,2,"09/10/2016, 12:00",Pool C,Final
Premium,Riverside Messengers,15,6,"09/10/2016, 12:00",Pool C,Final
pool,Pool D
Inception,Papa Bear,15,2,"09/10/2016, 08:00",Pool D,Final
Plex,Rawhide,15,5,"09/10/2016, 08:00",Pool D,Final
Inception,Rawhide,15,5,"09/10/2016, 10:00",Pool D,Final
Plex,Papa Bear,15,3,"09/10/2016, 10:00",Pool D,Final
Inception,Plex,15,7,"09/10/2016, 12:00",Pool D,Final
Papa Bear,Rawhide,15,6,"09/10/2016, 12:00",Pool D,Final
b,r,e,a,k
clusters,Crossover Games
cluster,Placement Games
Johnny Bravo,Doublewide,15,7,"09/10/2016, 14:00",,Final
H.I.P,Inception,13,12,"09/10/2016, 14:00",,Final
cluster,Play-In Games
Plex,ISO Atmo,15,8,"09/10/2016, 14:00",,Final
Dreadnought,Supercell,15,10,"09/10/2016, 14:00",,Final
Dallas United: Desperados,Papa Bear,15,10,"09/10/2016, 14:00",,Final
Choice City Hops,Premium,15,7,"09/10/2016, 14:00",,Final
b,r,e,a,k
brackets,Bracket Play
bracket,First Place Bracket
Johnny Bravo,H.I.P,15,9,"09/11/2016, 12:00",Finals,Final
Johnny Bravo,Inception,15,9,"09/11/2016, 10:00",Semi-Finals,Final
Doublewide,H.I.P,12,13,"09/11/2016, 10:00",Semi-Finals,Final
Johnny Bravo,Dallas United: Desperados,15,5,"09/11/2016, 08:00",Quarter-Finals,Final
Dreadnought,Inception,8,15,"09/11/2016, 08:00",Quarter-Finals,Final
Doublewide,Plex,15,9,"09/11/2016, 08:00",Quarter-Finals,Final
Choice City Hops,H.I.P,9,15,"09/11/2016, 08:00",Quarter-Finals,Final
bracket,3rd Place Game
Inception,Doublewide,13,14,"09/11/2016, 14:00",3rd Place Finals (Game to Go),Final
Plex,Inception,11,15,"09/11/2016, 12:00",3rd Semis,Final
Dreadnought,Doublewide,9,14,"09/11/2016, 12:00",3rd Semis,Final
Choice City Hops,Plex,12,15,"09/11/2016, 10:00",3rd Quarters,Final
Dreadnought,Dallas United: Desperados,15,13,"09/11/2016, 10:00",3rd Quarters,Final
bracket,5th Place
Dreadnought,Plex,1,0,"09/11/2016, 14:00",5th Place Game,Final
bracket,7th Place
Choice City Hops,Dallas United: Desperados,15,12,"09/11/2016, 12:00",7th Place Game,Final
bracket,9th Place
Papa Bear,Rawhide,15,8,"09/11/2016, 12:00",9th Place Finals,Final
Papa Bear,Riverside Ultimate,15,11,"09/11/2016, 10:00",9th Semis,Final
ISO Atmo,Rawhide,11,15,"09/11/2016, 10:00",9th Semis,Final
Papa Bear,Riverside Messengers,15,7,"09/11/2016, 08:00",9th Quarters,Final
Supercell,Riverside Ultimate,12,15,"09/11/2016, 08:00",9th Quarters,Final
ISO Atmo,Space City Ignite,1,0,"09/11/2016, 08:00",9th Quarters,Final
Rawhide,Premium,15,11,"09/11/2016, 08:00",9th Quarters,Final
bracket,11th Place Game
ISO Atmo,Riverside Ultimate,13,12,"09/11/2016, 12:00",11th Place,Final
bracket,13th Place
Premium,Space City Ignite,0,0,"09/11/2016, 10:00",13th Semis,Final
Supercell,Riverside Messengers,0,0,"09/11/2016, 10:00",13th Semis,Scheduled
bracket,15th Place 
b,r,e,a,k
